name,region,Players,stats
Susquehanna Soniqs,NA,"['Player: ""name"": ""Andy"", ""games"": 364, ""win %"": 50.55%, ""score avg"": 406.08, ""goal avg"": 0.64, ""assist avg"": 0.49, ""save avg"": 1.83, ""shot avg"": 3.05, ""shot %"": 21.06%, ""goal participation %"": 63.29%, ""rating"": 0.994', 'Player: ""name"": ""ZPS."", ""games"": 327, ""win %"": 49.24%, ""score avg"": 363.40, ""goal avg"": 0.70, ""assist avg"": 0.39, ""save avg"": 1.70, ""shot avg"": 2.79, ""shot %"": 25.03%, ""goal participation %"": 58.58%, ""rating"": 0.937', 'Player: ""name"": ""tcorrell"", ""games"": 360, ""win %"": 49.72%, ""score avg"": 391.30, ""goal avg"": 0.54, ""assist avg"": 0.47, ""save avg"": 2.07, ""shot avg"": 2.55, ""shot %"": 21.35%, ""goal participation %"": 56.07%, ""rating"": 0.936', 'Player: ""name"": ""M3"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[350.3333333333333, 0.4983666666666667, 386.9266666666667, 0.6266666666666666, 0.45, 1.8666666666666665, 2.796666666666667, 0.2248, 0.9556666666666667]"
Taipan Esports,NA,"['Player: ""name"": ""AyyStanley"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Bertoh"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Virus"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Team .EXE,NA,"['Player: ""name"": ""Monster442"", ""games"": 57, ""win %"": 35.09%, ""score avg"": 336.72, ""goal avg"": 0.47, ""assist avg"": 0.46, ""save avg"": 1.53, ""shot avg"": 2.30, ""shot %"": 20.61%, ""goal participation %"": 53.54%, ""rating"": 0.826', 'Player: ""name"": ""Sea-Bass"", ""games"": 247, ""win %"": 36.44%, ""score avg"": 327.35, ""goal avg"": 0.59, ""assist avg"": 0.47, ""save avg"": 1.81, ""shot avg"": 2.48, ""shot %"": 23.69%, ""goal participation %"": 60.05%, ""rating"": 0.917', 'Player: ""name"": ""Titoh"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Eclipse."", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[101.33333333333333, 0.23843333333333333, 221.35666666666668, 0.35333333333333333, 0.31, 1.1133333333333333, 1.593333333333333, 0.14766666666666667, 0.581]"
Team BDS,EU,"['Player: ""name"": ""Extra"", ""games"": 561, ""win %"": 63.99%, ""score avg"": 366.70, ""goal avg"": 0.71, ""assist avg"": 0.51, ""save avg"": 1.46, ""shot avg"": 2.93, ""shot %"": 24.13%, ""goal participation %"": 58.04%, ""rating"": 0.983', 'Player: ""name"": ""M0nkey M00n"", ""games"": 525, ""win %"": 66.67%, ""score avg"": 451.40, ""goal avg"": 0.77, ""assist avg"": 0.65, ""save avg"": 2.05, ""shot avg"": 3.40, ""shot %"": 22.51%, ""goal participation %"": 65.67%, ""rating"": 1.148', 'Player: ""name"": ""MaRc_By_8."", ""games"": 525, ""win %"": 66.67%, ""score avg"": 353.22, ""goal avg"": 0.68, ""assist avg"": 0.60, ""save avg"": 1.34, ""shot avg"": 2.94, ""shot %"": 22.96%, ""goal participation %"": 59.05%, ""rating"": 0.969', 'Player: ""name"": ""Kael"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[537.0, 0.6577666666666666, 390.44, 0.7200000000000001, 0.5866666666666668, 1.6166666666666665, 3.09, 0.23199999999999998, 1.0333333333333332]"
Team Bliss,OCE,"['Player: ""name"": ""Cobbo"", ""games"": 417, ""win %"": 50.36%, ""score avg"": 397.17, ""goal avg"": 0.76, ""assist avg"": 0.59, ""save avg"": 1.82, ""shot avg"": 2.71, ""shot %"": 27.99%, ""goal participation %"": 62.17%, ""rating"": 1.069', 'Player: ""name"": ""vortexioz"", ""games"": 409, ""win %"": 52.81%, ""score avg"": 364.52, ""goal avg"": 0.76, ""assist avg"": 0.56, ""save avg"": 1.33, ""shot avg"": 2.71, ""shot %"": 27.91%, ""goal participation %"": 63.03%, ""rating"": 1.005']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Team DVS,NA,"['Player: ""name"": ""Nitrous"", ""games"": 78, ""win %"": 41.03%, ""score avg"": 337.50, ""goal avg"": 0.64, ""assist avg"": 0.58, ""save avg"": 1.18, ""shot avg"": 2.77, ""shot %"": 23.15%, ""goal participation %"": 62.91%, ""rating"": 0.909', 'Player: ""name"": ""Skillz."", ""games"": 156, ""win %"": 42.31%, ""score avg"": 364.80, ""goal avg"": 0.69, ""assist avg"": 0.52, ""save avg"": 1.54, ""shot avg"": 2.86, ""shot %"": 24.22%, ""goal participation %"": 61.56%, ""rating"": 0.970', 'Player: ""name"": ""beeyu"", ""games"": 120, ""win %"": 44.17%, ""score avg"": 354.68, ""goal avg"": 0.64, ""assist avg"": 0.42, ""save avg"": 1.43, ""shot avg"": 2.80, ""shot %"": 22.92%, ""goal participation %"": 54.47%, ""rating"": 0.906', 'Player: ""name"": ""Joshy"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Jimmer"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[118.0, 0.4250333333333334, 352.32666666666665, 0.6566666666666667, 0.5066666666666667, 1.383333333333333, 2.81, 0.23429999999999995, 0.9283333333333333]"
Team Envy,NA,"['Player: ""name"": ""Atomic"", ""games"": 604, ""win %"": 59.11%, ""score avg"": 388.88, ""goal avg"": 0.64, ""assist avg"": 0.65, ""save avg"": 1.57, ""shot avg"": 2.75, ""shot %"": 23.45%, ""goal participation %"": 62.36%, ""rating"": 1.009', 'Player: ""name"": ""Turbopolsa"", ""games"": 998, ""win %"": 61.12%, ""score avg"": 328.42, ""goal avg"": 0.76, ""assist avg"": 0.50, ""save avg"": 1.42, ""shot avg"": 3.00, ""shot %"": 25.25%, ""goal participation %"": 58.38%, ""rating"": 0.977', 'Player: ""name"": ""mist"", ""games"": 644, ""win %"": 59.16%, ""score avg"": 406.55, ""goal avg"": 0.72, ""assist avg"": 0.55, ""save avg"": 1.89, ""shot avg"": 3.00, ""shot %"": 23.98%, ""goal participation %"": 61.46%, ""rating"": 1.057', 'Player: ""name"": ""Plip"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[748.6666666666666, 0.5979666666666666, 374.6166666666666, 0.7066666666666667, 0.5666666666666667, 1.6266666666666667, 2.9166666666666665, 0.2422666666666667, 1.0143333333333333]"
Team Eros,OCE,"['Player: ""name"": ""Gussy"", ""games"": 101, ""win %"": 48.51%, ""score avg"": 374.54, ""goal avg"": 0.71, ""assist avg"": 0.61, ""save avg"": 1.47, ""shot avg"": 2.55, ""shot %"": 27.91%, ""goal participation %"": 62.62%, ""rating"": 1.005', 'Player: ""name"": ""RemiK"", ""games"": 247, ""win %"": 46.96%, ""score avg"": 376.55, ""goal avg"": 0.65, ""assist avg"": 0.55, ""save avg"": 1.72, ""shot avg"": 2.68, ""shot %"": 24.36%, ""goal participation %"": 57.64%, ""rating"": 0.994']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Team Liquid,EU,"['Player: ""name"": ""AcroniK"", ""games"": 180, ""win %"": 51.67%, ""score avg"": 411.71, ""goal avg"": 0.71, ""assist avg"": 0.61, ""save avg"": 1.68, ""shot avg"": 3.17, ""shot %"": 22.46%, ""goal participation %"": 65.03%, ""rating"": 1.056', 'Player: ""name"": ""Ronaky"", ""games"": 438, ""win %"": 51.60%, ""score avg"": 422.09, ""goal avg"": 0.99, ""assist avg"": 0.52, ""save avg"": 1.68, ""shot avg"": 3.53, ""shot %"": 28.11%, ""goal participation %"": 70.44%, ""rating"": 1.164', 'Player: ""name"": ""Xpére"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[206.0, 0.3442333333333334, 277.93333333333334, 0.5666666666666667, 0.37666666666666665, 1.1199999999999999, 2.233333333333333, 0.16856666666666664, 0.7399999999999999]"
Team PWR,NA,"['Player: ""name"": ""EPICJonny"", ""games"": 67, ""win %"": 38.81%, ""score avg"": 274.21, ""goal avg"": 0.67, ""assist avg"": 0.51, ""save avg"": 1.82, ""shot avg"": 2.46, ""shot %"": 27.27%, ""goal participation %"": 57.25%, ""rating"": 0.964', 'Player: ""name"": ""Forky"", ""games"": 69, ""win %"": 47.83%, ""score avg"": 373.03, ""goal avg"": 0.57, ""assist avg"": 0.59, ""save avg"": 1.59, ""shot avg"": 2.61, ""shot %"": 21.67%, ""goal participation %"": 60.61%, ""rating"": 0.948', 'Player: ""name"": ""Mile"", ""games"": 74, ""win %"": 44.59%, ""score avg"": 388.18, ""goal avg"": 0.70, ""assist avg"": 0.41, ""save avg"": 1.86, ""shot avg"": 2.96, ""shot %"": 23.74%, ""goal participation %"": 65.60%, ""rating"": 1.002']","[70.0, 0.4374333333333334, 345.14000000000004, 0.6466666666666666, 0.5033333333333333, 1.7566666666666668, 2.676666666666667, 0.24226666666666663, 0.9713333333333333]"
Team Queso,EU,"['Player: ""name"": ""Joyo"", ""games"": 131, ""win %"": 53.44%, ""score avg"": 383.04, ""goal avg"": 0.58, ""assist avg"": 0.56, ""save avg"": 1.79, ""shot avg"": 2.92, ""shot %"": 19.84%, ""goal participation %"": 58.89%, ""rating"": 0.974', 'Player: ""name"": ""Vatira"", ""games"": 96, ""win %"": 57.29%, ""score avg"": 389.93, ""goal avg"": 0.67, ""assist avg"": 0.47, ""save avg"": 1.73, ""shot avg"": 2.96, ""shot %"": 22.54%, ""goal participation %"": 55.61%, ""rating"": 0.988', 'Player: ""name"": ""rise."", ""games"": 287, ""win %"": 52.61%, ""score avg"": 380.70, ""goal avg"": 0.80, ""assist avg"": 0.55, ""save avg"": 1.52, ""shot avg"": 3.00, ""shot %"": 26.71%, ""goal participation %"": 61.84%, ""rating"": 1.059', 'Player: ""name"": ""Noah"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Nick"", ""games"": 65, ""win %"": 53.85%, ""score avg"": 344.28, ""goal avg"": 0.80, ""assist avg"": 0.58, ""save avg"": 1.15, ""shot avg"": 2.92, ""shot %"": 27.37%, ""goal participation %"": 59.21%, ""rating"": 1.002']","[171.33333333333334, 0.5444666666666665, 384.5566666666667, 0.6833333333333332, 0.5266666666666667, 1.68, 2.9599999999999995, 0.2303, 1.007]"
Team Singularity,EU,"['Player: ""name"": ""Chippy"", ""games"": 243, ""win %"": 48.15%, ""score avg"": 352.06, ""goal avg"": 0.64, ""assist avg"": 0.42, ""save avg"": 1.54, ""shot avg"": 2.48, ""shot %"": 25.87%, ""goal participation %"": 58.54%, ""rating"": 0.922', 'Player: ""name"": ""Justuszzz"", ""games"": 195, ""win %"": 49.74%, ""score avg"": 381.55, ""goal avg"": 0.47, ""assist avg"": 0.63, ""save avg"": 1.93, ""shot avg"": 2.67, ""shot %"": 17.69%, ""goal participation %"": 58.47%, ""rating"": 0.962', 'Player: ""name"": ""Polar"", ""games"": 222, ""win %"": 48.65%, ""score avg"": 344.38, ""goal avg"": 0.50, ""assist avg"": 0.52, ""save avg"": 1.55, ""shot avg"": 2.49, ""shot %"": 19.89%, ""goal participation %"": 56.96%, ""rating"": 0.881']","[220.0, 0.48846666666666666, 359.33, 0.5366666666666666, 0.5233333333333333, 1.6733333333333331, 2.546666666666667, 0.21150000000000002, 0.9216666666666665]"
Team Vitality,EU,"['Player: ""name"": ""Alpha54"", ""games"": 627, ""win %"": 57.58%, ""score avg"": 433.15, ""goal avg"": 0.73, ""assist avg"": 0.56, ""save avg"": 1.99, ""shot avg"": 3.33, ""shot %"": 21.81%, ""goal participation %"": 64.32%, ""rating"": 1.094', 'Player: ""name"": ""Fairy Peak!"", ""games"": 885, ""win %"": 58.19%, ""score avg"": 344.28, ""goal avg"": 0.62, ""assist avg"": 0.57, ""save avg"": 1.68, ""shot avg"": 2.54, ""shot %"": 24.24%, ""goal participation %"": 58.53%, ""rating"": 0.963', 'Player: ""name"": ""Kaydop"", ""games"": 1020, ""win %"": 59.71%, ""score avg"": 345.33, ""goal avg"": 0.74, ""assist avg"": 0.54, ""save avg"": 1.66, ""shot avg"": 2.89, ""shot %"": 25.58%, ""goal participation %"": 62.02%, ""rating"": 1.022', 'Player: ""name"": ""Mout"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[844.0, 0.5849333333333333, 374.25333333333333, 0.6966666666666667, 0.5566666666666666, 1.7766666666666666, 2.92, 0.23876666666666665, 1.0263333333333333]"
The Grogans,OCE,"['Player: ""name"": ""Shorez"", ""games"": 107, ""win %"": 43.93%, ""score avg"": 337.55, ""goal avg"": 0.55, ""assist avg"": 0.41, ""save avg"": 1.62, ""shot avg"": 2.15, ""shot %"": 25.65%, ""goal participation %"": 54.79%, ""rating"": 0.872', 'Player: ""name"": ""zenulous"", ""games"": 543, ""win %"": 54.88%, ""score avg"": 327.20, ""goal avg"": 0.71, ""assist avg"": 0.56, ""save avg"": 1.25, ""shot avg"": 2.64, ""shot %"": 27.04%, ""goal participation %"": 58.93%, ""rating"": 0.953']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
The Razzle Dazzlers,EU,"['Player: ""name"": ""AnDeY"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Phocas"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Reganam"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
The Ultimates,ME,"['Player: ""name"": ""M7sN"", ""games"": 94, ""win %"": 56.38%, ""score avg"": 431.91, ""goal avg"": 0.85, ""assist avg"": 0.66, ""save avg"": 1.98, ""shot avg"": 3.37, ""shot %"": 25.24%, ""goal participation %"": 65.44%, ""rating"": 1.167', 'Player: ""name"": ""Zez0nix"", ""games"": 94, ""win %"": 56.38%, ""score avg"": 360.80, ""goal avg"": 0.79, ""assist avg"": 0.54, ""save avg"": 1.36, ""shot avg"": 2.85, ""shot %"": 27.61%, ""goal participation %"": 57.60%, ""rating"": 1.022', 'Player: ""name"": ""ams"", ""games"": 93, ""win %"": 56.99%, ""score avg"": 355.71, ""goal avg"": 0.67, ""assist avg"": 0.60, ""save avg"": 1.29, ""shot avg"": 3.19, ""shot %"": 20.88%, ""goal participation %"": 54.63%, ""rating"": 0.945']","[93.66666666666667, 0.5658333333333334, 382.8066666666667, 0.77, 0.6000000000000001, 1.5433333333333332, 3.1366666666666667, 0.24576666666666663, 1.0446666666666666]"
Tokyo Verdy Esports,ASIA,"['Player: ""name"": ""Maru"", ""games"": 111, ""win %"": 75.68%, ""score avg"": 333.93, ""goal avg"": 0.90, ""assist avg"": 0.76, ""save avg"": 0.86, ""shot avg"": 2.65, ""shot %"": 34.01%, ""goal participation %"": 58.23%, ""rating"": 1.066', 'Player: ""name"": ""ReaLize"", ""games"": 111, ""win %"": 75.68%, ""score avg"": 446.88, ""goal avg"": 1.21, ""assist avg"": 0.85, ""save avg"": 1.23, ""shot avg"": 3.45, ""shot %"": 34.99%, ""goal participation %"": 72.15%, ""rating"": 1.314', 'Player: ""name"": ""Tenhow"", ""games"": 111, ""win %"": 75.68%, ""score avg"": 348.77, ""goal avg"": 0.74, ""assist avg"": 0.58, ""save avg"": 1.27, ""shot avg"": 2.69, ""shot %"": 27.42%, ""goal participation %"": 46.20%, ""rating"": 0.954']","[111.0, 0.7568, 376.52666666666664, 0.9499999999999998, 0.73, 1.1199999999999999, 2.9299999999999997, 0.3214, 1.1113333333333333]"
Torrent,NA,"['Player: ""name"": ""Jordan"", ""games"": 354, ""win %"": 51.98%, ""score avg"": 359.53, ""goal avg"": 0.63, ""assist avg"": 0.48, ""save avg"": 1.66, ""shot avg"": 2.73, ""shot %"": 23.14%, ""goal participation %"": 53.54%, ""rating"": 0.934', 'Player: ""name"": ""kinseh"", ""games"": 296, ""win %"": 48.99%, ""score avg"": 371.18, ""goal avg"": 0.60, ""assist avg"": 0.48, ""save avg"": 1.76, ""shot avg"": 2.69, ""shot %"": 22.26%, ""goal participation %"": 56.34%, ""rating"": 0.924', 'Player: ""name"": ""majicbear"", ""games"": 354, ""win %"": 51.98%, ""score avg"": 382.56, ""goal avg"": 0.69, ""assist avg"": 0.56, ""save avg"": 1.62, ""shot avg"": 2.90, ""shot %"": 23.74%, ""goal participation %"": 60.35%, ""rating"": 0.999', 'Player: ""name"": ""Dappur"", ""games"": 283, ""win %"": 44.52%, ""score avg"": 298.98, ""goal avg"": 0.64, ""assist avg"": 0.43, ""save avg"": 1.66, ""shot avg"": 2.47, ""shot %"": 25.75%, ""goal participation %"": 60.64%, ""rating"": 0.921', 'Player: ""name"": ""miztik"", ""games"": 330, ""win %"": 50.61%, ""score avg"": 262.02, ""goal avg"": 0.54, ""assist avg"": 0.53, ""save avg"": 1.42, ""shot avg"": 2.41, ""shot %"": 22.39%, ""goal participation %"": 53.64%, ""rating"": 0.826']","[334.6666666666667, 0.5098333333333332, 371.09, 0.64, 0.5066666666666667, 1.68, 2.7733333333333334, 0.23046666666666668, 0.9523333333333334]"
Trident Esports,OCE,"['Player: ""name"": ""RoToR"", ""games"": 83, ""win %"": 36.14%, ""score avg"": 377.14, ""goal avg"": 0.69, ""assist avg"": 0.49, ""save avg"": 1.76, ""shot avg"": 2.65, ""shot %"": 25.91%, ""goal participation %"": 61.64%, ""rating"": 0.991', 'Player: ""name"": ""Smash"", ""games"": 90, ""win %"": 40.00%, ""score avg"": 324.83, ""goal avg"": 0.66, ""assist avg"": 0.49, ""save avg"": 1.18, ""shot avg"": 2.76, ""shot %"": 23.79%, ""goal participation %"": 60.59%, ""rating"": 0.900', 'Player: ""name"": ""Viic"", ""games"": 83, ""win %"": 36.14%, ""score avg"": 381.13, ""goal avg"": 0.67, ""assist avg"": 0.45, ""save avg"": 1.83, ""shot avg"": 2.48, ""shot %"": 27.18%, ""goal participation %"": 58.49%, ""rating"": 0.987']","[85.33333333333333, 0.3742666666666667, 361.0333333333333, 0.6733333333333333, 0.4766666666666666, 1.5899999999999999, 2.6300000000000003, 0.25626666666666664, 0.9593333333333334]"
True Neutral,NA,"['Player: ""name"": ""Davitrox"", ""games"": 415, ""win %"": 44.58%, ""score avg"": 346.93, ""goal avg"": 0.69, ""assist avg"": 0.47, ""save avg"": 1.41, ""shot avg"": 2.73, ""shot %"": 25.18%, ""goal participation %"": 61.62%, ""rating"": 0.951', 'Player: ""name"": ""UmBroken"", ""games"": 381, ""win %"": 46.19%, ""score avg"": 354.87, ""goal avg"": 0.55, ""assist avg"": 0.49, ""save avg"": 1.75, ""shot avg"": 2.25, ""shot %"": 24.21%, ""goal participation %"": 52.89%, ""rating"": 0.907', 'Player: ""name"": ""davinsano"", ""games"": 471, ""win %"": 41.61%, ""score avg"": 340.59, ""goal avg"": 0.48, ""assist avg"": 0.52, ""save avg"": 1.58, ""shot avg"": 2.16, ""shot %"": 22.18%, ""goal participation %"": 55.46%, ""rating"": 0.866', 'Player: ""name"": ""Coach Curtis"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[422.3333333333333, 0.44126666666666664, 347.4633333333333, 0.5733333333333334, 0.49333333333333335, 1.58, 2.3800000000000003, 0.23856666666666665, 0.908]"
Unjustified Gaming,SAM,"['Player: ""name"": ""daapS"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""jauum"", ""games"": 67, ""win %"": 37.31%, ""score avg"": 345.30, ""goal avg"": 0.57, ""assist avg"": 0.43, ""save avg"": 1.42, ""shot avg"": 2.31, ""shot %"": 24.52%, ""goal participation %"": 59.82%, ""rating"": 0.855', 'Player: ""name"": ""kixou"", ""games"": 64, ""win %"": 39.06%, ""score avg"": 365.11, ""goal avg"": 0.58, ""assist avg"": 0.39, ""save avg"": 2.19, ""shot avg"": 2.08, ""shot %"": 27.82%, ""goal participation %"": 57.94%, ""rating"": 0.959']","[43.666666666666664, 0.25456666666666666, 236.80333333333337, 0.3833333333333333, 0.2733333333333334, 1.2033333333333334, 1.4633333333333336, 0.1744666666666667, 0.6046666666666667]"
Vegas Inferno,SAM,"['Player: ""name"": ""Haberkamper"", ""games"": 663, ""win %"": 54.00%, ""score avg"": 370.28, ""goal avg"": 0.69, ""assist avg"": 0.53, ""save avg"": 1.52, ""shot avg"": 2.79, ""shot %"": 24.69%, ""goal participation %"": 58.20%, ""rating"": 0.976', 'Player: ""name"": ""droppz"", ""games"": 499, ""win %"": 51.90%, ""score avg"": 398.02, ""goal avg"": 0.72, ""assist avg"": 0.60, ""save avg"": 1.65, ""shot avg"": 2.92, ""shot %"": 24.52%, ""goal participation %"": 65.70%, ""rating"": 1.050', 'Player: ""name"": ""renaN"", ""games"": 668, ""win %"": 54.94%, ""score avg"": 352.69, ""goal avg"": 0.70, ""assist avg"": 0.59, ""save avg"": 1.37, ""shot avg"": 2.68, ""shot %"": 26.02%, ""goal participation %"": 61.09%, ""rating"": 0.990']","[610.0, 0.5361333333333334, 373.66333333333336, 0.7033333333333333, 0.5733333333333333, 1.5133333333333334, 2.796666666666667, 0.2507666666666667, 1.0053333333333334]"
Version1,NA,"['Player: ""name"": ""Comm"", ""games"": 338, ""win %"": 48.52%, ""score avg"": 381.37, ""goal avg"": 0.56, ""assist avg"": 0.55, ""save avg"": 1.84, ""shot avg"": 2.62, ""shot %"": 21.38%, ""goal participation %"": 62.54%, ""rating"": 0.969', 'Player: ""name"": ""Gimmick"", ""games"": 658, ""win %"": 54.56%, ""score avg"": 342.71, ""goal avg"": 0.71, ""assist avg"": 0.53, ""save avg"": 1.50, ""shot avg"": 2.64, ""shot %"": 27.01%, ""goal participation %"": 62.75%, ""rating"": 0.974', 'Player: ""name"": ""Torment"", ""games"": 754, ""win %"": 54.51%, ""score avg"": 342.77, ""goal avg"": 0.63, ""assist avg"": 0.54, ""save avg"": 1.77, ""shot avg"": 2.50, ""shot %"": 25.29%, ""goal participation %"": 56.99%, ""rating"": 0.959', 'Player: ""name"": ""Fireburner"", ""games"": 411, ""win %"": 60.83%, ""score avg"": 262.29, ""goal avg"": 0.79, ""assist avg"": 0.61, ""save avg"": 1.39, ""shot avg"": 2.73, ""shot %"": 28.88%, ""goal participation %"": 60.17%, ""rating"": 0.983']","[583.3333333333334, 0.5253, 355.6166666666666, 0.6333333333333333, 0.54, 1.7033333333333331, 2.5866666666666664, 0.2456, 0.9673333333333334]"
Vibrance,NA,"['Player: ""name"": ""Fefe"", ""games"": 207, ""win %"": 45.41%, ""score avg"": 370.24, ""goal avg"": 0.53, ""assist avg"": 0.60, ""save avg"": 1.80, ""shot avg"": 2.43, ""shot %"": 21.91%, ""goal participation %"": 61.42%, ""rating"": 0.979', 'Player: ""name"": ""astro"", ""games"": 186, ""win %"": 42.47%, ""score avg"": 361.96, ""goal avg"": 0.58, ""assist avg"": 0.41, ""save avg"": 1.75, ""shot avg"": 2.40, ""shot %"": 23.99%, ""goal participation %"": 57.14%, ""rating"": 0.899', 'Player: ""name"": ""oath"", ""games"": 137, ""win %"": 43.80%, ""score avg"": 364.78, ""goal avg"": 0.59, ""assist avg"": 0.56, ""save avg"": 1.49, ""shot avg"": 2.47, ""shot %"": 23.96%, ""goal participation %"": 66.39%, ""rating"": 0.942', 'Player: ""name"": ""gear"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[176.66666666666666, 0.4389333333333334, 365.66, 0.5666666666666665, 0.5233333333333333, 1.68, 2.4333333333333336, 0.23286666666666667, 0.9400000000000001]"
